mention_week,median_tone,median_impact,mentions_count
2024-02-19,-1.85185185185186,-5.8,10
2024-02-19,-13.1868131868132,-10.0,7
2024-02-19,-2.94985250737463,-2.0,24
2024-02-19,-2.35756385068762,-8.0,21
2024-02-19,-6.38297872340425,-8.0,9
2024-02-12,-6.55737704918033,-5.0,6
2024-02-12,-2.67295597484276,-5.0,18
2024-02-12,-2.67295597484276,-5.0,18
2024-02-12,-5.81395348837209,-10.0,8
2024-02-12,-2.98759864712514,-9.0,6
2024-02-12,-2.67295597484276,-5.0,18
2024-02-12,-2.84810126582279,-5.0,21
2024-02-12,-10.3448275862069,-10.0,7
2024-02-12,-6.55737704918033,-5.0,6
2024-02-12,-6.7774936061381,-5.0,14
2024-02-12,-6.55737704918033,-5.0,6
2024-02-12,-4.55465587044534,-10.0,8
2024-02-12,-6.55737704918033,-5.0,6
2024-02-12,-6.7774936061381,-5.0,14
2024-02-12,-2.84810126582279,-5.0,21
2024-02-12,0.88772845953002,-5.0,7
2024-02-12,0.0,-5.0,12
2024-02-12,-2.84810126582279,-5.0,21
2024-02-12,-2.98759864712514,-10.0,6
2024-02-05,-2.76890308839191,-4.0,6
2024-02-05,-2.76890308839191,-4.0,6
2024-02-05,-3.15985130111524,-8.0,7
2024-02-05,-2.76890308839191,-4.0,6
2024-02-05,-4.8653344917463,-7.0,6
2024-02-05,-2.45587106676899,-4.0,8
2024-02-05,-3.14685314685314,-4.0,20
2024-02-05,-5.24475524475524,-2.0,6
2024-02-05,-2.76890308839191,-4.0,6
2024-02-05,-2.76890308839191,-4.0,6
2024-02-05,-2.76890308839191,-4.0,7
2024-02-05,-3.23886639676114,-10.0,8
2024-01-29,-4.95049504950495,-5.0,10
2024-01-29,-4.2,-4.0,10
2024-01-29,-4.10256410256411,-4.0,14
2024-01-29,-2.41850683491062,-10.0,42
2024-01-29,-3.98936170212766,-4.0,7
2024-01-29,-4.6242774566474,-10.0,9
2024-01-29,-4.2,-4.0,10
2024-01-29,-7.84313725490191,-4.0,8
2024-01-29,-4.95049504950495,-5.0,10
2024-01-29,-1.23456790123457,-2.0,6
2024-01-29,-3.98936170212766,-7.2,6
2024-01-29,-5.08905852417303,-5.0,8
2024-01-29,-2.41850683491062,-10.0,40
2024-01-29,-5.08905852417303,-5.0,8
2024-01-29,-4.10256410256411,-2.0,12
2024-01-29,-4.2,-4.0,9
2024-01-22,-8.17757009345795,-10.0,7
2024-01-22,-4.98753117206983,-5.0,16
2024-01-22,-6.27062706270627,-4.0,6
2024-01-22,-5.26315789473684,-5.0,15
2024-01-22,-9.02777777777778,-2.0,9
2024-01-22,-4.16666666666667,-10.0,9
2024-01-22,-8.0010095911156,-6.5,16
2024-01-22,-1.91570881226054,-5.0,6
2024-01-22,-9.04872389791184,-2.0,7
2024-01-22,-4.98753117206983,-5.0,16
2024-01-22,-9.04872389791184,-2.0,8
2024-01-22,-1.87416331994645,-10.0,7
2024-01-22,-1.46862483311081,-10.0,8
2024-01-22,-6.82451253481894,-9.0,8
2024-01-22,-5.16717325227963,-10.0,6
2024-01-22,-6.97674418604651,-10.0,8
2024-01-22,-6.73267326732674,-10.0,7
2024-01-15,-5.10835913312694,-5.0,10
2024-01-15,-4.78515625,-4.0,6
2024-01-15,-0.81433224755701,-5.0,10
2024-01-08,-2.35008103727714,-7.0,14
2024-01-01,-1.51515151515152,-10.0,8
2024-01-01,-6.04026845637583,-10.0,8
2024-01-01,-3.33333333333334,-5.0,14
2024-01-01,-5.57491289198606,-10.0,12
2024-01-01,-2.01826045170591,-10.0,17
2024-01-01,-1.93704600484262,-10.0,7
2024-01-01,-0.87719298245614,-5.0,6
2024-01-01,-2.6378896882494,-5.0,7
