mention_week,conflict_continent,conflict_country_name,material_conflict_mentions
2015-03-09,Europe,Hungary,1494
2015-03-09,Europe,Iceland,207
2015-03-09,Europe,Ireland,7645
2015-03-09,Europe,Isle of Man,0
2015-03-09,Europe,Italy,14109
2015-03-09,Europe,Kosovo,477
2015-03-09,Europe,Latvia,767
2015-03-09,Europe,Lithuania,2515
2015-03-09,Europe,Luxembourg,122
2015-03-09,Europe,Malta,334
2015-03-09,Europe,Moldova,527
2015-03-09,Europe,Monaco,61
2015-03-09,Europe,Montenegro,169
2015-03-09,Europe,Netherlands,6191
2015-03-09,Europe,North Macedonia,567
2015-03-09,Europe,Norway,3058
2015-03-09,Europe,Poland,5667
2015-03-09,Europe,Portugal,2504
2015-03-09,Europe,Romania,4810
2015-03-09,Europe,Russia,137792
2015-03-09,Europe,Serbia,2375
2015-03-09,Europe,Slovakia,757
2015-03-09,Europe,Slovenia,529
2015-03-09,Europe,Spain,16754
2015-03-09,Europe,Sweden,12278
2015-03-09,Europe,Switzerland,6272
2015-03-09,Europe,Ukraine,91752
2015-03-09,Europe,United Kingdom,77293
2015-03-09,Europe,Vatican City,72
2015-03-09,North America,Antigua and Barbuda,10
2015-03-09,North America,Aruba,25
2015-03-09,North America,Bahamas,551
2015-03-09,North America,Barbados,69
2015-03-09,North America,Belize,518
2015-03-09,North America,Bermuda,44
2015-03-09,North America,British Virgin Islands,4
2015-03-09,North America,Canada,36760
2015-03-09,North America,Cayman Islands,50
2015-03-09,North America,Costa Rica,158
2015-03-09,North America,Cuba,7004
2015-03-09,North America,Dominica,123
2015-03-09,North America,Dominican Republic,315
2015-03-09,North America,El Salvador,1586
2015-03-09,North America,Greenland,96
2015-03-09,North America,Grenada,32
2015-03-09,North America,Guadeloupe,169
2015-03-09,North America,Guatemala,2335
2015-03-09,North America,Haiti,1747
2015-03-09,North America,Honduras,1942
2015-03-09,North America,Jamaica,1351
2015-03-09,North America,Mexico,37431
2015-03-09,North America,Nicaragua,424
2015-03-09,North America,Panama,1226
2015-03-09,North America,Puerto Rico,583
2015-03-09,North America,Saint Lucia,12
2015-03-09,North America,Trinidad and Tobago,582
2015-03-09,North America,Turks and Caicos Islands,88
2015-03-09,North America,United States,797649
2015-03-09,North America,"Virgin Islands, U.S.",20
2015-03-09,Oceania,Australia,87275
2015-03-09,Oceania,Christmas Island,84
2015-03-09,Oceania,Fiji,243
2015-03-09,Oceania,Guam,448
2015-03-09,Oceania,Marshall Islands,45
2015-03-09,Oceania,Micronesia,10
2015-03-09,Oceania,Nauru,900
2015-03-09,Oceania,New Zealand,5513
2015-03-09,Oceania,Niue,0
2015-03-09,Oceania,Oceania,36
2015-03-09,Oceania,Oceans,379
2015-03-09,Oceania,Palau,44
2015-03-09,Oceania,Papua New Guinea,204
2015-03-09,Oceania,Pitcairn,7
2015-03-09,Oceania,Samoa,101
2015-03-09,Oceania,Solomon Islands,47
2015-03-09,Oceania,Tuvalu,0
2015-03-09,Oceania,Vanuatu,507
2015-03-09,South America,Argentina,13018
2015-03-09,South America,Bolivia,1452
2015-03-09,South America,Brazil,13320
2015-03-09,South America,Chile,3583
2015-03-09,South America,Colombia,8128
2015-03-09,South America,Ecuador,1352
2015-03-09,South America,Guyana,339
2015-03-09,South America,Paraguay,834
2015-03-09,South America,Peru,3391
2015-03-09,South America,Suriname,120
2015-03-09,South America,Uruguay,1743
2015-03-09,South America,Venezuela,32219
2015-03-16,Africa,Algeria,5094
2015-03-16,Africa,Angola,463
2015-03-16,Africa,Benin,514
2015-03-16,Africa,Botswana,340
2015-03-16,Africa,Burkina Faso,4129
2015-03-16,Africa,Burundi,384
2015-03-16,Africa,Cameroon,6032
2015-03-16,Africa,Cape Verde,248
2015-03-16,Africa,Central African Republic,567
2015-03-16,Africa,Chad,9439
2015-03-16,Africa,Democratic Republic of Congo,1175
2015-03-16,Africa,Djibouti,498
2015-03-16,Africa,Egypt,71248
2015-03-16,Africa,Equatorial Guinea,36
2015-03-16,Africa,Eritrea,90
2015-03-16,Africa,Ethiopia,2077
2015-03-16,Africa,Gabon,38
2015-03-16,Africa,Gambia,668
2015-03-16,Africa,Ghana,4756
2015-03-16,Africa,Guinea,557
2015-03-16,Africa,Guinea-Bissau,30
2015-03-16,Africa,Ivory Coast,3739
2015-03-16,Africa,Kenya,9263
2015-03-16,Africa,Liberia,1166
2015-03-16,Africa,Libya,48655
2015-03-16,Africa,Madagascar,246
2015-03-16,Africa,Malawi,836
2015-03-16,Africa,Mali,10239
2015-03-16,Africa,Mauritania,684
2015-03-16,Africa,Mauritius,792
2015-03-16,Africa,Mayotte,6
2015-03-16,Africa,Morocco,10449
2015-03-16,Africa,Mozambique,941
2015-03-16,Africa,Namibia,1179
2015-03-16,Africa,Niger,7046
2015-03-16,Africa,Nigeria,72005
2015-03-16,Africa,Republic of Congo,2007
2015-03-16,Africa,Rwanda,1887
2015-03-16,Africa,Senegal,1377
2015-03-16,Africa,Seychelles,128
2015-03-16,Africa,Sierra Leone,2253
2015-03-16,Africa,Somalia,13355
2015-03-16,Africa,South Africa,20457
2015-03-16,Africa,South Sudan,5258
2015-03-16,Africa,Sudan,6630
2015-03-16,Africa,Tanzania,2304
2015-03-16,Africa,Togo,488
2015-03-16,Africa,Tunisia,56745
2015-03-16,Africa,Uganda,2986
2015-03-16,Africa,Zambia,1186
2015-03-16,Africa,Zimbabwe,5450
2015-03-16,Africa,eSwatini,178
2015-03-16,Antarctica,Antarctica,296
2015-03-16,Asia,Afghanistan,41871
2015-03-16,Asia,Armenia,6114
2015-03-16,Asia,Azerbaijan,4244
2015-03-16,Asia,Bahrain,2500
2015-03-16,Asia,Bangladesh,25806
2015-03-16,Asia,Bhutan,43
2015-03-16,Asia,Brunei,253
2015-03-16,Asia,Cambodia,3191
2015-03-16,Asia,China,40745
2015-03-16,Asia,East Timor,867
2015-03-16,Asia,Georgia,406
2015-03-16,Asia,Hong Kong,1619
2015-03-16,Asia,India,91127
2015-03-16,Asia,Indonesia,33208
2015-03-16,Asia,Iran,45565
2015-03-16,Asia,Iraq,156947
2015-03-16,Asia,Israel,75245
2015-03-16,Asia,Japan,21311
2015-03-16,Asia,Jordan,8902
2015-03-16,Asia,Kazakhstan,2848
2015-03-16,Asia,Kuwait,2563
2015-03-16,Asia,Kyrgyzstan,717
2015-03-16,Asia,Laos,227
2015-03-16,Asia,Lebanon,16621
2015-03-16,Asia,Macau,25
2015-03-16,Asia,Malaysia,10659
2015-03-16,Asia,Maldives,4995
2015-03-16,Asia,Mongolia,540
2015-03-16,Asia,Myanmar,9812
2015-03-16,Asia,Nepal,3123
2015-03-16,Asia,North Korea,9983
2015-03-16,Asia,Oman,558
2015-03-16,Asia,Pakistan,68812
2015-03-16,Asia,Palestine,6510
2015-03-16,Asia,Philippines,23245
2015-03-16,Asia,Qatar,2594
2015-03-16,Asia,Saudi Arabia,16832
2015-03-16,Asia,Singapore,3145
2015-03-16,Asia,South Korea,21512
2015-03-16,Asia,Sri Lanka,6573
2015-03-16,Asia,Syria,142562
2015-03-16,Asia,Taiwan,1278
2015-03-16,Asia,Tajikistan,2044
2015-03-16,Asia,Thailand,9436
2015-03-16,Asia,Turkey,58014
2015-03-16,Asia,Turkmenistan,466
2015-03-16,Asia,United Arab Emirates,6926
2015-03-16,Asia,Uzbekistan,1275
2015-03-16,Asia,Vietnam,4674
2015-03-16,Asia,Yemen,50778
2015-03-16,Europe,Albania,1490
2015-03-16,Europe,Andorra,206
2015-03-16,Europe,Austria,3372
2015-03-16,Europe,Bailiwick of Guernsey,102
2015-03-16,Europe,Bailiwick of Jersey,1943
2015-03-16,Europe,Belarus,5632
2015-03-16,Europe,Belgium,6398
2015-03-16,Europe,Bosnia and Herzegovina,4834
2015-03-16,Europe,Bulgaria,2557
2015-03-16,Europe,Croatia,2003
2015-03-16,Europe,Cyprus,1000
2015-03-16,Europe,Czech Republic,5494
2015-03-16,Europe,Denmark,13224
2015-03-16,Europe,Estonia,809
2015-03-16,Europe,Faroe Islands,6
2015-03-16,Europe,Finland,1255
2015-03-16,Europe,France,62967
2015-03-16,Europe,Germany,34070
2015-03-16,Europe,Gibraltar,41
2015-03-16,Europe,Greece,15541
2015-03-16,Europe,Hungary,1698
2015-03-16,Europe,Iceland,274
2015-03-16,Europe,Ireland,10665
2015-03-16,Europe,Isle of Man,6
2015-03-16,Europe,Italy,23088
2015-03-16,Europe,Kosovo,571
2015-03-16,Europe,Latvia,1040
2015-03-16,Europe,Liechtenstein,98
2015-03-16,Europe,Lithuania,3428
2015-03-16,Europe,Luxembourg,182
2015-03-16,Europe,Malta,408
2015-03-16,Europe,Moldova,1000
2015-03-16,Europe,Monaco,142
2015-03-16,Europe,Montenegro,188
2015-03-16,Europe,Netherlands,7926
2015-03-16,Europe,North Macedonia,669
2015-03-16,Europe,Norway,4105
2015-03-16,Europe,Poland,10789
2015-03-16,Europe,Portugal,3054
2015-03-16,Europe,Romania,6231
2015-03-16,Europe,Russia,158766
2015-03-16,Europe,Serbia,8377
2015-03-16,Europe,Slovakia,860
2015-03-16,Europe,Slovenia,641
2015-03-16,Europe,Spain,27501
2015-03-16,Europe,Svalbard,470
2015-03-16,Europe,Sweden,15871
2015-03-16,Europe,Switzerland,8484
2015-03-16,Europe,Ukraine,107258
2015-03-16,Europe,United Kingdom,97537
2015-03-16,Europe,Vatican City,94
2015-03-16,North America,Antigua and Barbuda,22
2015-03-16,North America,Bahamas,783
2015-03-16,North America,Barbados,113
2015-03-16,North America,Belize,594
2015-03-16,North America,Bermuda,62
2015-03-16,North America,Canada,46274
2015-03-16,North America,Cayman Islands,84
2015-03-16,North America,Costa Rica,257
2015-03-16,North America,Cuba,8873
2015-03-16,North America,Dominica,132
2015-03-16,North America,Dominican Republic,551
2015-03-16,North America,El Salvador,1801
2015-03-16,North America,Greenland,132
2015-03-16,North America,Grenada,272
2015-03-16,North America,Guadeloupe,249
2015-03-16,North America,Guatemala,2861
2015-03-16,North America,Haiti,1922
2015-03-16,North America,Honduras,2631
2015-03-16,North America,Jamaica,1763
2015-03-16,North America,Mexico,44577
2015-03-16,North America,Montserrat,11
2015-03-16,North America,Nicaragua,790
2015-03-16,North America,Panama,1390
2015-03-16,North America,Puerto Rico,702
2015-03-16,North America,Saint Pierre and Miquelon,6
2015-03-16,North America,Saint Vincent and the Grenadines,53
2015-03-16,North America,Trinidad and Tobago,784
2015-03-16,North America,United States,1052617
2015-03-16,Oceania,Australia,111676
2015-03-16,Oceania,Fiji,359
2015-03-16,Oceania,French Polynesia,6
2015-03-16,Oceania,Guam,571
2015-03-16,Oceania,Kiribati,0
2015-03-16,Oceania,Marshall Islands,46
2015-03-16,Oceania,Nauru,1033
2015-03-16,Oceania,New Zealand,7052
2015-03-16,Oceania,Norfolk Island,16
2015-03-16,Oceania,Northern Mariana Islands,0
2015-03-16,Oceania,Oceans,761
2015-03-16,Oceania,Palau,46
2015-03-16,Oceania,Papua New Guinea,210
2015-03-16,Oceania,Pitcairn,20
2015-03-16,Oceania,Samoa,145
2015-03-16,Oceania,Solomon Islands,53
2015-03-16,Oceania,Tonga,66
2015-03-16,Oceania,Tuvalu,0
2015-03-16,Oceania,Vanuatu,1041
2015-03-16,South America,Argentina,15039
2015-03-16,South America,Bolivia,1812
2015-03-16,South America,Brazil,16663
2015-03-16,South America,Chile,5215
2015-03-16,South America,Colombia,10985
2015-03-16,South America,Ecuador,1650
2015-03-16,South America,Guyana,419
2015-03-16,South America,Paraguay,966
2015-03-16,South America,Peru,4040
2015-03-16,South America,Uruguay,1885
2015-03-16,South America,Venezuela,36688
2015-03-23,Africa,Algeria,8808
2015-03-23,Africa,Angola,785
2015-03-23,Africa,Benin,577
2015-03-23,Africa,Botswana,468
2015-03-23,Africa,Burkina Faso,4806
2015-03-23,Africa,Burundi,424
2015-03-23,Africa,Cameroon,7181
2015-03-23,Africa,Cape Verde,255
2015-03-23,Africa,Central African Republic,1357
2015-03-23,Africa,Chad,10747
2015-03-23,Africa,Democratic Republic of Congo,1233
2015-03-23,Africa,Djibouti,662
2015-03-23,Africa,Egypt,79103
2015-03-23,Africa,Equatorial Guinea,37
2015-03-23,Africa,Eritrea,99
2015-03-23,Africa,Ethiopia,2395
2015-03-23,Africa,Gabon,45
2015-03-23,Africa,Gambia,813
2015-03-23,Africa,Ghana,5528
2015-03-23,Africa,Guinea,702
2015-03-23,Africa,Ivory Coast,5433
2015-03-23,Africa,Kenya,13690
2015-03-23,Africa,Lesotho,397
2015-03-23,Africa,Liberia,1568
2015-03-23,Africa,Libya,54948
2015-03-23,Africa,Madagascar,278
2015-03-23,Africa,Malawi,920
2015-03-23,Africa,Mali,10626
2015-03-23,Africa,Mauritania,765
2015-03-23,Africa,Mauritius,1497
2015-03-23,Africa,Morocco,12057
2015-03-23,Africa,Mozambique,1050
2015-03-23,Africa,Namibia,1359
2015-03-23,Africa,Niger,8199
2015-03-23,Africa,Nigeria,94367
2015-03-23,Africa,Republic of Congo,2267
2015-03-23,Africa,Reunion,13
2015-03-23,Africa,Rwanda,2272
2015-03-23,Africa,Senegal,2193
2015-03-23,Africa,Seychelles,176
2015-03-23,Africa,Sierra Leone,2505
2015-03-23,Africa,Somalia,20159
2015-03-23,Africa,South Africa,22688
2015-03-23,Africa,South Sudan,5724
2015-03-23,Africa,Sudan,7864
2015-03-23,Africa,Tanzania,2401
2015-03-23,Africa,Togo,716
2015-03-23,Africa,Tunisia,66401
2015-03-23,Africa,Uganda,3664
2015-03-23,Africa,Western Sahara,25
2015-03-23,Africa,Zambia,1374
2015-03-23,Africa,Zimbabwe,6437
2015-03-23,Africa,eSwatini,470
2015-03-23,Antarctica,Antarctica,296
2015-03-23,Asia,Afghanistan,61505
2015-03-23,Asia,Armenia,6959
2015-03-23,Asia,Azerbaijan,4753
2015-03-23,Asia,Bahrain,2944
2015-03-23,Asia,Bangladesh,28533
2015-03-23,Asia,Bhutan,71
2015-03-23,Asia,Brunei,300
2015-03-23,Asia,Cambodia,4003
2015-03-23,Asia,China,48462
2015-03-23,Asia,East Timor,881
2015-03-23,Asia,Georgia,432
2015-03-23,Asia,Hong Kong,1791
2015-03-23,Asia,India,107998
2015-03-23,Asia,Indonesia,36246
2015-03-23,Asia,Iran,58202
2015-03-23,Asia,Iraq,177924
2015-03-23,Asia,Israel,86892
2015-03-23,Asia,Japan,24141
2015-03-23,Asia,Jordan,10193
2015-03-23,Asia,Kazakhstan,3036
2015-03-23,Asia,Kuwait,4153
2015-03-23,Asia,Kyrgyzstan,921
2015-03-23,Asia,Laos,284
2015-03-23,Asia,Lebanon,19877
2015-03-23,Asia,Malaysia,12464
2015-03-23,Asia,Maldives,5349
2015-03-23,Asia,Mongolia,603
2015-03-23,Asia,Myanmar,11197
2015-03-23,Asia,Nepal,3415
2015-03-23,Asia,North Korea,10801
2015-03-23,Asia,Oman,782
2015-03-23,Asia,Pakistan,84437
2015-03-23,Asia,Palestine,7203
2015-03-23,Asia,Philippines,26483
2015-03-23,Asia,Qatar,3151
2015-03-23,Asia,Saudi Arabia,39717
2015-03-23,Asia,Singapore,4454
2015-03-23,Asia,South Korea,22787
2015-03-23,Asia,Sri Lanka,7879
2015-03-23,Asia,Syria,165334
2015-03-23,Asia,Taiwan,1618
2015-03-23,Asia,Tajikistan,2272
2015-03-23,Asia,Thailand,11160
2015-03-23,Asia,Turkey,65654
2015-03-23,Asia,Turkmenistan,474
2015-03-23,Asia,United Arab Emirates,7726
2015-03-23,Asia,Uzbekistan,2019
2015-03-23,Asia,Vietnam,6137
2015-03-23,Asia,Yemen,93593
2015-03-23,Europe,Albania,2459
2015-03-23,Europe,Andorra,282
2015-03-23,Europe,Austria,3805
2015-03-23,Europe,Bailiwick of Guernsey,130
2015-03-23,Europe,Bailiwick of Jersey,2251
2015-03-23,Europe,Belarus,6226
2015-03-23,Europe,Belgium,7229
2015-03-23,Europe,Bosnia and Herzegovina,5054
2015-03-23,Europe,Bulgaria,3121
2015-03-23,Europe,Croatia,2343
2015-03-23,Europe,Cyprus,1156
2015-03-23,Europe,Czech Republic,6046
2015-03-23,Europe,Denmark,13948
2015-03-23,Europe,Estonia,986
2015-03-23,Europe,Finland,1427
2015-03-23,Europe,France,76438
2015-03-23,Europe,Germany,42602
2015-03-23,Europe,Gibraltar,50
2015-03-23,Europe,Greece,20121
2015-03-23,Europe,Hungary,1942
2015-03-23,Europe,Iceland,301
2015-03-23,Europe,Ireland,13527
2015-03-23,Europe,Italy,43371
2015-03-23,Europe,Kosovo,705
2015-03-23,Europe,Latvia,1205
2015-03-23,Europe,Liechtenstein,108
2015-03-23,Europe,Lithuania,3804
2015-03-23,Europe,Luxembourg,235
2015-03-23,Europe,Malta,514
2015-03-23,Europe,Moldova,1142
2015-03-23,Europe,Monaco,143
2015-03-23,Europe,Montenegro,250
2015-03-23,Europe,Netherlands,10141
2015-03-23,Europe,North Macedonia,1190
2015-03-23,Europe,Norway,4504
2015-03-23,Europe,Poland,12449
2015-03-23,Europe,Portugal,3414
2015-03-23,Europe,Romania,7883
2015-03-23,Europe,Russia,172279
2015-03-23,Europe,San Marino,4
2015-03-23,Europe,Serbia,9499
2015-03-23,Europe,Slovakia,1012
2015-03-23,Europe,Slovenia,814
2015-03-23,Europe,Spain,35548
2015-03-23,Europe,Sweden,19206
2015-03-23,Europe,Switzerland,9848
2015-03-23,Europe,Ukraine,121108
2015-03-23,Europe,United Kingdom,121897
2015-03-23,Europe,Vatican City,121
2015-03-23,North America,Aruba,37
2015-03-23,North America,Bahamas,1218
2015-03-23,North America,Barbados,123
2015-03-23,North America,Belize,637
2015-03-23,North America,Bermuda,69
2015-03-23,North America,British Virgin Islands,37
2015-03-23,North America,Canada,56020
2015-03-23,North America,Cayman Islands,114
2015-03-23,North America,Costa Rica,295
2015-03-23,North America,Cuba,11696
2015-03-23,North America,Dominica,172
2015-03-23,North America,Dominican Republic,728
2015-03-23,North America,El Salvador,3118
2015-03-23,North America,Greenland,142
2015-03-23,North America,Grenada,609
2015-03-23,North America,Guadeloupe,308
2015-03-23,North America,Guatemala,3618
2015-03-23,North America,Haiti,2058
2015-03-23,North America,Honduras,3443
2015-03-23,North America,Jamaica,1996
2015-03-23,North America,Mexico,49527
2015-03-23,North America,Montserrat,17
2015-03-23,North America,Nicaragua,916
2015-03-23,North America,Panama,1799
2015-03-23,North America,Puerto Rico,789
2015-03-23,North America,Saint Kitts and Nevis,6
2015-03-23,North America,Saint Vincent and the Grenadines,67
2015-03-23,North America,Trinidad and Tobago,957
2015-03-23,North America,United States,1271191
2015-03-23,Oceania,American Samoa,10
2015-03-23,Oceania,Australia,130397
2015-03-23,Oceania,Fiji,445
2015-03-23,Oceania,French Polynesia,12
2015-03-23,Oceania,Guam,630
2015-03-23,Oceania,Marshall Islands,48
2015-03-23,Oceania,Micronesia,38
2015-03-23,Oceania,Nauru,1103
2015-03-23,Oceania,New Caledonia,10
2015-03-23,Oceania,New Zealand,8089
2015-03-23,Oceania,Oceania,36
2015-03-23,Oceania,Oceans,883
2015-03-23,Oceania,Palau,55
2015-03-23,Oceania,Papua New Guinea,264
2015-03-23,Oceania,Samoa,171
2015-03-23,Oceania,Tuvalu,6
2015-03-23,Oceania,Vanuatu,1055
2015-03-23,South America,Argentina,18157
2015-03-23,South America,Bolivia,2124
2015-03-23,South America,Brazil,18875
2015-03-23,South America,Chile,6362
2015-03-23,South America,Colombia,13047
2015-03-23,South America,Ecuador,1962
2015-03-23,South America,Guyana,515
2015-03-23,South America,Paraguay,1147
2015-03-23,South America,Peru,4970
2015-03-23,South America,Suriname,132
2015-03-23,South America,Uruguay,2101
2015-03-23,South America,Venezuela,40648
2015-03-30,Africa,Algeria,9658
2015-03-30,Africa,Angola,844
2015-03-30,Africa,Benin,843
2015-03-30,Africa,Botswana,513
2015-03-30,Africa,Burkina Faso,6104
2015-03-30,Africa,Burundi,483
2015-03-30,Africa,Cameroon,7476
2015-03-30,Africa,Cape Verde,257
2015-03-30,Africa,Central African Republic,1411
2015-03-30,Africa,Chad,11350
2015-03-30,Africa,Comoros,24
2015-03-30,Africa,Democratic Republic of Congo,1362
2015-03-30,Africa,Djibouti,2285
2015-03-30,Africa,Egypt,91989
2015-03-30,Africa,Equatorial Guinea,51
2015-03-30,Africa,Eritrea,121
2015-03-30,Africa,Ethiopia,2684
2015-03-30,Africa,Gabon,55
2015-03-30,Africa,Gambia,1325
2015-03-30,Africa,Ghana,6111
2015-03-30,Africa,Guinea,1227
2015-03-30,Africa,Ivory Coast,5504
2015-03-30,Africa,Kenya,74698
2015-03-30,Africa,Liberia,1978
2015-03-30,Africa,Libya,58486
2015-03-30,Africa,Madagascar,289
2015-03-30,Africa,Malawi,1014
2015-03-30,Africa,Mali,12288
2015-03-30,Africa,Mauritania,1053
2015-03-30,Africa,Mauritius,1647
2015-03-30,Africa,Mayotte,114
2015-03-30,Africa,Morocco,13590
2015-03-30,Africa,Mozambique,1129
2015-03-30,Africa,Namibia,1461
2015-03-30,Africa,Niger,9340
2015-03-30,Africa,Nigeria,107055
2015-03-30,Africa,Republic of Congo,2355
2015-03-30,Africa,Reunion,16
2015-03-30,Africa,Rwanda,2435
2015-03-30,Africa,Senegal,2275
2015-03-30,Africa,Sierra Leone,2937
2015-03-30,Africa,Somalia,40326
2015-03-30,Africa,South Africa,25381
2015-03-30,Africa,South Sudan,5873
2015-03-30,Africa,Sudan,8676
2015-03-30,Africa,Tanzania,2563
2015-03-30,Africa,Togo,752
2015-03-30,Africa,Tunisia,69344
2015-03-30,Africa,Uganda,5373
2015-03-30,Africa,Zambia,1596
2015-03-30,Africa,Zimbabwe,7374
2015-03-30,Africa,eSwatini,488
2015-03-30,Antarctica,Antarctica,298
2015-03-30,Asia,Afghanistan,67390
2015-03-30,Asia,Armenia,7959
2015-03-30,Asia,Azerbaijan,5679
2015-03-30,Asia,Bahrain,3374
2015-03-30,Asia,Bangladesh,36142
2015-03-30,Asia,Bhutan,92
2015-03-30,Asia,Brunei,323
2015-03-30,Asia,Cambodia,4243
2015-03-30,Asia,China,61900
2015-03-30,Asia,East Timor,913
2015-03-30,Asia,Georgia,484
2015-03-30,Asia,Hong Kong,2376
2015-03-30,Asia,India,122694
2015-03-30,Asia,Indonesia,43032
2015-03-30,Asia,Iran,76161
2015-03-30,Asia,Iraq,197997
2015-03-30,Asia,Israel,108057
2015-03-30,Asia,Japan,26714
2015-03-30,Asia,Jordan,14444
2015-03-30,Asia,Kazakhstan,3232
2015-03-30,Asia,Kuwait,4742
2015-03-30,Asia,Kyrgyzstan,1060
2015-03-30,Asia,Laos,290
2015-03-30,Asia,Lebanon,22997
2015-03-30,Asia,Macau,27
2015-03-30,Asia,Malaysia,17388
2015-03-30,Asia,Maldives,5481
2015-03-30,Asia,Mongolia,883
2015-03-30,Asia,Myanmar,12588
2015-03-30,Asia,Nepal,3922
2015-03-30,Asia,North Korea,11833
2015-03-30,Asia,Oman,952
2015-03-30,Asia,Pakistan,94606
2015-03-30,Asia,Palestine,8509
2015-03-30,Asia,Philippines,29916
2015-03-30,Asia,Qatar,3553
2015-03-30,Asia,Saudi Arabia,65732
2015-03-30,Asia,Singapore,4965
2015-03-30,Asia,South Korea,25033
2015-03-30,Asia,Sri Lanka,9075
2015-03-30,Asia,Syria,191728
2015-03-30,Asia,Taiwan,1778
2015-03-30,Asia,Tajikistan,2447
2015-03-30,Asia,Thailand,13551
2015-03-30,Asia,Turkey,88218
2015-03-30,Asia,Turkmenistan,488
2015-03-30,Asia,United Arab Emirates,8286
2015-03-30,Asia,Uzbekistan,2142
2015-03-30,Asia,Vietnam,6713
2015-03-30,Asia,Yemen,130604
2015-03-30,Europe,Albania,3027
2015-03-30,Europe,Andorra,292
2015-03-30,Europe,Austria,4721
2015-03-30,Europe,Bailiwick of Guernsey,214
2015-03-30,Europe,Bailiwick of Jersey,3174
2015-03-30,Europe,Belarus,6905
2015-03-30,Europe,Belgium,8587
2015-03-30,Europe,Bosnia and Herzegovina,5172
2015-03-30,Europe,Bulgaria,3650
2015-03-30,Europe,Croatia,3193
2015-03-30,Europe,Cyprus,1530
2015-03-30,Europe,Czech Republic,6363
2015-03-30,Europe,Denmark,14721
2015-03-30,Europe,Estonia,1094
2015-03-30,Europe,Finland,1585
2015-03-30,Europe,France,88200
2015-03-30,Europe,Germany,51302
2015-03-30,Europe,Gibraltar,119
2015-03-30,Europe,Greece,22935
2015-03-30,Europe,Hungary,2143
2015-03-30,Europe,Iceland,339
2015-03-30,Europe,Ireland,15220
2015-03-30,Europe,Italy,48332
2015-03-30,Europe,Kosovo,794
2015-03-30,Europe,Latvia,1295
2015-03-30,Europe,Liechtenstein,142
2015-03-30,Europe,Lithuania,5642
2015-03-30,Europe,Luxembourg,262
